y2_statefips,y2_countyfips,y1_statefips,y1_countyfips,y1_state,y1_countyname,n1,n2,agi
45,29,45,75,SC,Orangeburg County,23,48,667
45,29,45,49,SC,Hampton County,20,40,738
45,31,45,41,SC,Florence County,470,909,21400
45,31,45,25,SC,Chesterfield County,90,169,4771
45,31,45,79,SC,Richland County,53,86,2534
45,31,45,51,SC,Horry County,52,104,2154
45,31,45,61,SC,Lee County,38,75,896
45,31,45,63,SC,Lexington County,31,54,2525
45,31,45,69,SC,Marlboro County,27,78,1071
45,31,45,55,SC,Kershaw County,25,42,890
45,31,45,85,SC,Sumter County,25,48,1096
45,31,37,119,NC,Mecklenburg County,22,30,936
45,33,45,67,SC,Marion County,68,145,1941
45,33,45,41,SC,Florence County,57,107,1715
45,33,45,51,SC,Horry County,32,62,1453
45,33,37,155,NC,Robeson County,31,62,515
45,33,45,69,SC,Marlboro County,29,54,818
45,35,45,19,SC,Charleston County,2271,4200,111346
45,35,45,15,SC,Berkeley County,1628,3089,81181
45,35,45,29,SC,Colleton County,137,256,6077
45,35,45,75,SC,Orangeburg County,106,197,7207
45,35,45,79,SC,Richland County,83,145,3529
45,35,37,119,NC,Mecklenburg County,67,107,4012
45,35,45,51,SC,Horry County,65,115,3459
45,35,45,45,SC,Greenville County,61,97,3358
45,35,45,13,SC,Beaufort County,56,91,3104
45,35,45,63,SC,Lexington County,55,107,4165
45,35,36,103,NY,Suffolk County,44,95,3481
45,35,6,73,CA,San Diego County,32,70,2447
45,35,45,85,SC,Sumter County,32,78,1319
45,35,4,13,AZ,Maricopa County,30,58,3098
45,35,53,35,WA,Kitsap County,29,56,2450
45,35,6,37,CA,Los Angeles County,28,52,2584
45,35,13,51,GA,Chatham County,28,49,1399
45,35,36,59,NY,Nassau County,26,53,1677
45,35,45,91,SC,York County,26,54,1396
45,35,24,3,MD,Anne Arundel County,25,52,2356
45,35,45,83,SC,Spartanburg County,25,44,1694
45,35,12,57,FL,Hillsborough County,24,46,1314
45,35,12,11,FL,Broward County,22,47,1689
45,35,12,71,FL,Lee County,22,36,1486
45,35,13,135,GA,Gwinnett County,22,37,1158
45,35,51,810,VA,Virginia Beach city,22,43,1494
45,35,45,41,SC,Florence County,21,33,1301
45,35,45,43,SC,Georgetown County,21,37,1119
45,35,51,59,VA,Fairfax County,21,37,2031
45,35,15,3,HI,Honolulu County,20,48,1506
45,37,45,3,SC,Aiken County,373,815,25609
45,37,13,245,GA,Richmond County,85,171,5900
45,37,13,73,GA,Columbia County,78,174,9298
45,37,45,81,SC,Saluda County,33,61,1190
45,37,45,79,SC,Richland County,27,45,1019
45,37,45,63,SC,Lexington County,25,48,1823
45,39,45,79,SC,Richland County,148,294,11379
45,39,45,63,SC,Lexington County,57,122,3664
45,39,45,55,SC,Kershaw County,44,75,2407
45,39,45,23,SC,Chester County,40,66,1366
45,39,45,91,SC,York County,38,69,2828
45,39,37,119,NC,Mecklenburg County,23,39,1467
45,41,45,31,SC,Darlington County,491,1000,21372
45,41,45,51,SC,Horry County,150,271,7456
45,41,45,89,SC,Williamsburg County,150,303,4669
45,41,45,67,SC,Marion County,134,258,4353
45,41,45,79,SC,Richland County,118,208,5038
45,41,45,33,SC,Dillon County,88,168,3307
45,41,45,27,SC,Clarendon County,77,145,3051
45,41,45,85,SC,Sumter County,77,156,3415
45,41,37,119,NC,Mecklenburg County,53,92,2236
45,41,45,19,SC,Charleston County,53,84,2396
45,41,45,25,SC,Chesterfield County,46,95,1757
45,41,45,43,SC,Georgetown County,45,79,2365
45,41,45,15,SC,Berkeley County,37,64,1773
45,41,45,45,SC,Greenville County,37,66,1761
45,41,45,61,SC,Lee County,37,80,1051
45,41,45,63,SC,Lexington County,35,59,1967
45,41,45,91,SC,York County,33,70,1246
45,41,45,69,SC,Marlboro County,32,65,1657
45,41,12,31,FL,Duval County,21,32,706
45,41,37,183,NC,Wake County,21,35,1685
45,41,13,51,GA,Chatham County,20,34,988
45,43,45,51,SC,Horry County,472,815,34392
45,43,45,89,SC,Williamsburg County,93,206,3549
45,43,45,19,SC,Charleston County,89,147,10029
45,43,37,119,NC,Mecklenburg County,55,97,6806
45,43,45,41,SC,Florence County,51,96,6968
45,43,45,79,SC,Richland County,39,77,2370
45,43,45,15,SC,Berkeley County,38,70,2303
45,43,45,45,SC,Greenville County,30,52,2687
45,43,45,91,SC,York County,29,53,3834
45,43,45,63,SC,Lexington County,26,44,2070
45,43,36,103,NY,Suffolk County,21,39,1814
45,45,45,83,SC,Spartanburg County,1834,3343,114674
45,45,45,7,SC,Anderson County,1125,2015,70820
45,45,45,77,SC,Pickens County,839,1412,58105
45,45,45,59,SC,Laurens County,494,1009,19173
45,45,45,79,SC,Richland County,351,562,24003
45,45,45,19,SC,Charleston County,298,454,26996
45,45,37,119,NC,Mecklenburg County,296,471,31249
45,45,37,21,NC,Buncombe County,197,328,14479
45,45,45,47,SC,Greenwood County,192,330,8909
45,45,45,63,SC,Lexington County,175,288,10865
45,45,45,73,SC,Oconee County,170,283,13942
45,45,45,91,SC,York County,147,253,12847
45,45,37,89,NC,Henderson County,143,269,10634
45,45,45,51,SC,Horry County,143,219,12423
45,45,6,37,CA,Los Angeles County,136,265,13966
45,45,13,121,GA,Fulton County,126,195,11930
45,45,4,13,AZ,Maricopa County,121,259,12328
45,45,36,103,NY,Suffolk County,112,211,8347
45,45,12,11,FL,Broward County,111,188,12547
45,45,6,73,CA,San Diego County,108,232,11737
45,45,45,15,SC,Berkeley County,106,197,6542
45,45,12,86,FL,Miami-Dade County,104,188,6614
45,45,12,99,FL,Palm Beach County,103,215,8018
45,45,45,13,SC,Beaufort County,103,178,13086
45,45,12,57,FL,Hillsborough County,93,183,6178
45,45,12,103,FL,Pinellas County,90,138,9301
45,45,13,135,GA,Gwinnett County,90,156,6547
45,45,37,183,NC,Wake County,90,171,7475
45,45,45,35,SC,Dorchester County,90,159,5068
45,45,12,95,FL,Orange County,83,134,6539
45,45,12,31,FL,Duval County,81,144,5746
45,45,45,3,SC,Aiken County,79,133,3764
45,45,17,31,IL,Cook County,76,137,13720
45,45,13,67,GA,Cobb County,72,116,5712
45,45,45,41,SC,Florence County,68,119,3450
45,45,48,201,TX,Harris County,67,132,7033
45,45,6,59,CA,Orange County,66,132,8543
45,45,39,49,OH,Franklin County,61,100,4695
45,45,53,33,WA,King County,61,129,5670
45,45,47,37,TN,Davidson County,59,100,4429
45,45,12,71,FL,Lee County,57,111,5916
45,45,13,89,GA,DeKalb County,57,93,4027
45,45,36,81,NY,Queens County,55,94,3383
45,45,45,21,SC,Cherokee County,55,86,2483
45,45,36,59,NY,Nassau County,54,103,4758
45,45,45,85,SC,Sumter County,52,91,2661
45,45,37,67,NC,Forsyth County,51,96,3494
45,45,37,81,NC,Guilford County,51,91,3927
45,45,32,3,NV,Clark County,50,96,4054
45,45,6,65,CA,Riverside County,49,115,4331
45,45,48,439,TX,Tarrant County,49,105,4630
45,45,36,47,NY,Kings County,48,93,3790
45,45,6,67,CA,Sacramento County,46,121,3106
45,45,8,31,CO,Denver County,46,66,4466
45,45,36,55,NY,Monroe County,46,95,4742
45,45,17,43,IL,DuPage County,45,101,6454
45,45,12,117,FL,Seminole County,44,103,2926
45,45,13,51,GA,Chatham County,44,90,3318
45,45,36,29,NY,Erie County,41,86,3444
45,45,48,453,TX,Travis County,41,67,4204
45,45,8,41,CO,El Paso County,40,89,3386
45,45,12,105,FL,Polk County,40,80,3006
45,45,37,129,NC,New Hanover County,40,56,2318
45,45,12,9,FL,Brevard County,39,78,3320
45,45,13,245,GA,Richmond County,39,78,2871
45,45,34,27,NJ,Morris County,39,70,3092
45,45,37,71,NC,Gaston County,39,68,2676
45,45,42,101,PA,Philadelphia County,39,67,3064
45,45,45,1,SC,Abbeville County,38,75,1947
45,45,9,190,CT,Western Connecticut Planning Regi,37,61,3950
45,45,25,17,MA,Middlesex County,37,74,4396
45,45,12,101,FL,Pasco County,36,67,1651
45,45,12,21,FL,Collier County,35,77,4943
45,45,26,125,MI,Oakland County,35,64,4470
45,45,36,119,NY,Westchester County,35,66,2307
45,45,37,25,NC,Cabarrus County,35,68,3281
45,45,9,110,CT,Capitol Planning Region,34,64,3179
45,45,12,127,FL,Volusia County,33,55,1071
45,45,26,163,MI,Wayne County,33,67,2506
45,45,37,179,NC,Union County,33,64,2344
45,45,45,43,SC,Georgetown County,33,56,2412
45,45,24,31,MD,Montgomery County,32,57,3817
45,45,39,35,OH,Cuyahoga County,32,65,4264
45,45,48,29,TX,Bexar County,32,64,3043
45,45,49,35,UT,Salt Lake County,32,66,2020
45,45,12,81,FL,Manatee County,31,67,2553
45,45,36,61,NY,New York County,31,47,3162
45,45,47,93,TN,Knox County,31,53,2327
45,45,47,157,TN,Shelby County,31,54,2397
45,45,51,107,VA,Loudoun County,31,59,4010
45,45,12,109,FL,St. Johns County,30,52,4806
45,45,34,3,NJ,Bergen County,30,62,4488
45,45,34,23,NJ,Middlesex County,30,50,2975
45,45,37,97,NC,Iredell County,30,46,2630
45,45,37,149,NC,Polk County,30,58,2226
45,45,48,113,TX,Dallas County,30,52,3233
45,45,6,71,CA,San Bernardino County,29,54,3124
45,45,9,170,CT,South Central Connecticut Plannin,29,52,1492
45,45,11,1,DC,District of Columbia,29,39,4101
45,45,21,111,KY,Jefferson County,29,59,2643
45,45,37,161,NC,Rutherford County,29,51,1681
45,45,37,175,NC,Transylvania County,29,52,3404
45,45,45,71,SC,Newberry County,29,60,1433
45,45,51,59,VA,Fairfax County,29,56,3752
45,45,53,61,WA,Snohomish County,29,77,3331
45,45,12,115,FL,Sarasota County,28,47,5267
45,45,39,61,OH,Hamilton County,28,51,3217
45,45,45,57,SC,Lancaster County,28,55,2462
45,45,24,5,MD,Baltimore County,27,53,2001
45,45,34,13,NJ,Essex County,27,49,2870
45,45,34,31,NJ,Passaic County,27,49,1477
45,45,1,73,AL,Jefferson County,26,44,1802
45,45,12,69,FL,Lake County,26,43,1468
45,45,12,97,FL,Osceola County,26,52,1027
45,45,42,17,PA,Bucks County,26,57,4160
45,45,53,53,WA,Pierce County,26,66,2378
45,45,8,59,CO,Jefferson County,25,45,3204
45,45,13,59,GA,Clarke County,25,43,1330
45,45,13,73,GA,Columbia County,25,45,1778
45,45,17,97,IL,Lake County,25,46,2848
45,45,24,3,MD,Anne Arundel County,25,50,2414
45,45,36,5,NY,Bronx County,25,41,738
45,45,37,63,NC,Durham County,25,42,1424
45,45,42,3,PA,Allegheny County,25,41,1911
45,45,1,89,AL,Madison County,24,48,2275
45,45,12,15,FL,Charlotte County,24,45,1697
45,45,17,89,IL,Kane County,24,49,2918
45,45,13,117,GA,Forsyth County,23,45,2115
45,45,34,25,NJ,Monmouth County,23,42,2463
45,45,34,39,NJ,Union County,23,38,1285
45,45,37,51,NC,Cumberland County,23,49,1024
45,45,42,29,PA,Chester County,23,48,1890
45,45,44,7,RI,Providence County,23,36,1021
45,45,48,85,TX,Collin County,23,51,2072
45,45,48,491,TX,Williamson County,23,50,2525
45,45,6,89,CA,Shasta County,22,68,1664
45,45,8,69,CO,Larimer County,22,36,1385
45,45,34,29,NJ,Ocean County,22,43,1691
45,45,36,67,NY,Onondaga County,22,47,1624
45,45,37,45,NC,Cleveland County,22,38,886
45,45,45,55,SC,Kershaw County,22,37,1058
45,45,45,87,SC,Union County,22,33,643
45,45,4,19,AZ,Pima County,21,35,1827
45,45,17,197,IL,Will County,21,46,2105
45,45,24,510,MD,Baltimore city,21,34,1518
45,45,25,25,MA,Suffolk County,21,33,1281
45,45,36,91,NY,Saratoga County,21,46,1909
45,45,41,51,OR,Multnomah County,21,38,1369
45,45,45,75,SC,Orangeburg County,21,34,921
45,45,13,57,GA,Cherokee County,20,34,1835
45,45,18,57,IN,Hamilton County,20,42,2018
45,45,18,97,IN,Marion County,20,36,1646
45,45,48,121,TX,Denton County,20,35,1663
45,47,45,1,SC,Abbeville County,152,322,6484
45,47,45,59,SC,Laurens County,131,262,4693
45,47,45,45,SC,Greenville County,129,226,8003
45,47,45,7,SC,Anderson County,71,120,2639
45,47,45,83,SC,Spartanburg County,43,74,2321
45,47,45,65,SC,McCormick County,37,73,1493
45,47,45,79,SC,Richland County,37,58,1352
45,47,45,81,SC,Saluda County,35,61,1209
45,47,45,77,SC,Pickens County,29,48,843
45,47,45,63,SC,Lexington County,26,39,1046
45,47,45,3,SC,Aiken County,22,41,724
45,47,45,13,SC,Beaufort County,22,36,1618
45,47,45,71,SC,Newberry County,22,49,691
45,49,45,13,SC,Beaufort County,73,174,2707
45,49,45,53,SC,Jasper County,48,104,1858
45,49,45,5,SC,Allendale County,32,71,1029
45,49,45,29,SC,Colleton County,23,63,589
45,51,45,43,SC,Georgetown County,505,918,36481
45,51,36,103,NY,Suffolk County,352,631,40468
45,51,37,119,NC,Mecklenburg County,251,405,23297
45,51,37,19,NC,Brunswick County,248,417,18187
45,51,36,59,NY,Nassau County,200,356,19867
45,51,37,183,NC,Wake County,190,341,17884
45,51,36,71,NY,Orange County,179,327,17267
45,51,45,41,SC,Florence County,167,288,10810
45,51,34,29,NJ,Ocean County,163,324,16837
45,51,45,19,SC,Charleston County,162,255,12434
45,51,45,79,SC,Richland County,150,266,9986
45,51,45,91,SC,York County,143,254,11545
45,51,36,27,NY,Dutchess County,126,223,10224
45,51,9,110,CT,Capitol Planning Region,125,212,11536
45,51,34,25,NJ,Monmouth County,120,211,11355
45,51,42,3,PA,Allegheny County,117,193,9549
45,51,45,63,SC,Lexington County,113,196,7334
45,51,45,67,SC,Marion County,113,218,4304
45,51,51,59,VA,Fairfax County,107,174,14780
45,51,37,47,NC,Columbus County,106,187,4265
45,51,45,45,SC,Greenville County,105,164,7194
45,51,4,13,AZ,Maricopa County,104,197,9179
45,51,24,3,MD,Anne Arundel County,103,187,10864
45,51,24,5,MD,Baltimore County,102,174,8938
45,51,25,27,MA,Worcester County,102,164,10319
45,51,51,153,VA,Prince William County,101,183,9853
45,51,37,51,NC,Cumberland County,94,180,9240
45,51,34,27,NJ,Morris County,93,176,10400
45,51,37,81,NC,Guilford County,93,154,7263
45,51,45,15,SC,Berkeley County,93,164,4607
45,51,36,119,NY,Westchester County,91,144,10103
45,51,34,5,NJ,Burlington County,90,151,7800
45,51,9,140,CT,Naugatuck Valley Planning Region,89,153,7707
45,51,37,129,NC,New Hanover County,89,148,5652
45,51,34,23,NJ,Middlesex County,88,172,11683
45,51,32,3,NV,Clark County,86,152,7823
45,51,42,17,PA,Bucks County,84,154,12377
45,51,37,179,NC,Union County,82,152,7072
45,51,36,87,NY,Rockland County,77,121,8867
45,51,37,71,NC,Gaston County,76,134,5362
45,51,45,83,SC,Spartanburg County,76,146,5380
45,51,42,133,PA,York County,75,152,5467
45,51,34,3,NJ,Bergen County,73,129,7792
45,51,36,81,NY,Queens County,71,109,4061
45,51,39,49,OH,Franklin County,68,113,4555
45,51,9,170,CT,South Central Connecticut Plannin,66,131,6441
45,51,25,17,MA,Middlesex County,65,96,7032
45,51,6,37,CA,Los Angeles County,62,109,4126
45,51,42,91,PA,Montgomery County,61,114,7060
45,51,24,21,MD,Frederick County,60,126,6377
45,51,34,7,NJ,Camden County,60,100,5442
45,51,25,13,MA,Hampden County,58,93,4815
45,51,42,11,PA,Berks County,58,114,4579
45,51,42,101,PA,Philadelphia County,56,107,4296
45,51,9,190,CT,Western Connecticut Planning Regi,55,98,4994
45,51,12,11,FL,Broward County,55,91,2853
45,51,45,57,SC,Lancaster County,55,95,4095
45,51,51,41,VA,Chesterfield County,55,98,5765
45,51,24,17,MD,Charles County,54,92,5937
45,51,24,31,MD,Montgomery County,54,81,6506
45,51,42,71,PA,Lancaster County,54,99,4219
45,51,34,15,NJ,Gloucester County,53,101,4744
45,51,45,35,SC,Dorchester County,53,86,3224
45,51,37,25,NC,Cabarrus County,52,103,4388
45,51,42,45,PA,Delaware County,52,91,3727
45,51,36,85,NY,Richmond County,51,107,5359
45,51,25,23,MA,Plymouth County,50,84,5325
45,51,37,67,NC,Forsyth County,49,87,3569
45,51,37,97,NC,Iredell County,49,80,5654
45,51,42,129,PA,Westmoreland County,49,90,3943
45,51,51,177,VA,Spotsylvania County,49,86,4426
45,51,12,71,FL,Lee County,48,68,3445
45,51,36,111,NY,Ulster County,48,81,3948
45,51,17,31,IL,Cook County,47,85,4092
45,51,45,13,SC,Beaufort County,47,75,4057
45,51,51,107,VA,Loudoun County,47,94,8534
45,51,36,1,NY,Albany County,45,80,3453
45,51,12,103,FL,Pinellas County,44,68,2478
45,51,33,11,NH,Hillsborough County,44,82,3182
45,51,6,73,CA,San Diego County,43,73,4025
45,51,12,57,FL,Hillsborough County,43,72,2466
45,51,45,89,SC,Williamsburg County,43,74,1625
45,51,24,25,MD,Harford County,42,76,4452
45,51,34,31,NJ,Passaic County,42,73,3360
45,51,42,29,PA,Chester County,42,87,4245
45,51,42,77,PA,Lehigh County,42,77,3199
45,51,44,7,RI,Providence County,42,65,3051
45,51,12,99,FL,Palm Beach County,41,65,2123
45,51,25,9,MA,Essex County,41,79,3594
45,51,36,55,NY,Monroe County,41,63,4600
45,51,37,21,NC,Buncombe County,41,71,1974
45,51,36,47,NY,Kings County,40,60,4583
45,51,36,67,NY,Onondaga County,39,60,3751
45,51,45,31,SC,Darlington County,39,78,2553
45,51,25,21,MA,Norfolk County,38,63,3059
45,51,34,37,NJ,Sussex County,38,69,2872
45,51,42,43,PA,Dauphin County,38,58,3681
45,51,42,95,PA,Northampton County,38,62,3190
45,51,12,95,FL,Orange County,37,57,1726
45,51,34,35,NJ,Somerset County,37,68,4482
45,51,45,7,SC,Anderson County,37,68,1730
45,51,13,135,GA,Gwinnett County,36,67,3335
45,51,24,13,MD,Carroll County,36,69,4014
45,51,34,1,NJ,Atlantic County,36,62,4816
45,51,36,5,NY,Bronx County,36,46,1539
45,51,37,35,NC,Catawba County,36,64,3310
45,51,37,159,NC,Rowan County,36,57,2542
45,51,9,180,CT,Southeastern Connecticut Planning,35,52,3509
45,51,24,33,MD,Prince George's County,35,62,3555
45,51,25,5,MA,Bristol County,35,69,3495
45,51,36,29,NY,Erie County,35,60,2621
45,51,45,77,SC,Pickens County,35,61,1858
45,51,24,9,MD,Calvert County,34,72,4182
45,51,34,13,NJ,Essex County,34,57,2876
45,51,37,63,NC,Durham County,34,51,2962
45,51,37,133,NC,Onslow County,34,58,1930
45,51,39,35,OH,Cuyahoga County,34,54,2101
45,51,42,41,PA,Cumberland County,34,58,2680
45,51,9,160,CT,Northwest Hills Planning Region,33,55,2460
45,51,10,3,DE,New Castle County,33,50,3933
45,51,36,91,NY,Saratoga County,33,61,3445
45,51,37,85,NC,Harnett County,33,77,2366
45,51,37,151,NC,Randolph County,33,49,1483
45,51,42,79,PA,Luzerne County,33,61,3248
45,51,12,101,FL,Pasco County,32,58,1672
45,51,36,105,NY,Sullivan County,32,53,1932
45,51,13,121,GA,Fulton County,31,53,2347
45,51,24,37,MD,St. Mary's County,31,57,2759
45,51,36,7,NY,Broome County,31,45,3546
45,51,45,85,SC,Sumter County,31,57,1423
45,51,34,39,NJ,Union County,30,63,3554
45,51,54,39,WV,Kanawha County,30,58,1511
45,51,8,41,CO,El Paso County,29,62,3054
45,51,12,31,FL,Duval County,29,49,1890
45,51,34,21,NJ,Mercer County,29,44,2709
45,51,36,79,NY,Putnam County,29,50,2806
45,51,37,101,NC,Johnston County,29,57,2110
45,51,37,155,NC,Robeson County,29,54,2203
45,51,42,89,PA,Monroe County,29,61,2284
45,51,48,201,TX,Harris County,29,48,2133
45,51,37,57,NC,Davidson County,28,52,1706
45,51,45,33,SC,Dillon County,28,42,1766
45,51,8,31,CO,Denver County,27,31,1367
45,51,13,67,GA,Cobb County,27,37,1962
45,51,37,1,NC,Alamance County,27,46,2111
45,51,47,93,TN,Knox County,27,50,1136
45,51,51,770,VA,Roanoke city,27,43,1959
45,51,53,33,WA,King County,27,49,3215
45,51,8,5,CO,Arapahoe County,26,40,1456
45,51,9,130,CT,Lower Connecticut River Valley Pl,26,45,2755
45,51,12,115,FL,Sarasota County,26,47,1746
45,51,6,59,CA,Orange County,25,48,2028
45,51,6,65,CA,Riverside County,25,46,1436
45,51,10,5,DE,Sussex County,25,36,1979
45,51,17,43,IL,DuPage County,25,40,2596
45,51,24,43,MD,Washington County,25,36,1785
45,51,26,163,MI,Wayne County,25,41,2549
45,51,45,27,SC,Clarendon County,25,41,1149
45,51,12,21,FL,Collier County,24,36,1486
45,51,24,27,MD,Howard County,24,43,3489
45,51,34,17,NJ,Hudson County,24,42,2530
45,51,42,19,PA,Butler County,24,44,2047
45,51,45,3,SC,Aiken County,24,37,1412
45,51,8,1,CO,Adams County,23,48,2253
45,51,37,109,NC,Lincoln County,23,40,3864
45,51,39,153,OH,Summit County,23,44,1385
45,51,42,125,PA,Washington County,23,47,3689
45,51,45,55,SC,Kershaw County,23,38,2200
45,51,48,439,TX,Tarrant County,23,37,1436
45,51,54,3,WV,Berkeley County,23,52,1744
45,51,12,83,FL,Marion County,22,39,884
45,51,26,125,MI,Oakland County,22,37,1818
45,51,33,15,NH,Rockingham County,22,38,1725
45,51,37,45,NC,Cleveland County,22,47,1653
45,51,42,55,PA,Franklin County,22,50,1604
45,51,51,87,VA,Henrico County,22,47,1516
45,51,9,120,CT,Greater Bridgeport Planning Regio,21,36,1667
45,51,12,86,FL,Miami-Dade County,21,29,2716
45,51,12,105,FL,Polk County,21,36,1456
45,51,12,111,FL,St. Lucie County,21,38,907
45,51,36,61,NY,New York County,21,26,2379
45,51,45,73,SC,Oconee County,21,39,1500
45,51,51,69,VA,Frederick County,21,38,1978
45,51,4,21,AZ,Pinal County,20,45,1101
45,51,17,97,IL,Lake County,20,42,2347
45,51,21,111,KY,Jefferson County,20,30,1655
45,51,26,99,MI,Macomb County,20,27,1231
45,51,34,19,NJ,Hunterdon County,20,33,1939
45,51,39,151,OH,Stark County,20,34,1566
45,51,42,1,PA,Adams County,20,39,1834
45,51,42,103,PA,Pike County,20,41,1683
45,51,47,155,TN,Sevier County,20,29,983
45,51,48,453,TX,Travis County,20,30,1437
45,51,51,810,VA,Virginia Beach city,20,35,1120
45,51,54,33,WV,Harrison County,20,43,1783
45,53,45,13,SC,Beaufort County,568,1107,48062
45,53,13,51,GA,Chatham County,71,125,5807
45,53,45,49,SC,Hampton County,36,80,1350
45,53,45,19,SC,Charleston County,27,46,1985
45,53,36,103,NY,Suffolk County,23,42,4276
45,55,45,79,SC,Richland County,749,1520,41652
45,55,45,63,SC,Lexington County,139,252,7089
45,55,45,57,SC,Lancaster County,87,180,4969
45,55,45,85,SC,Sumter County,82,186,4047
45,55,45,61,SC,Lee County,54,118,1977
45,55,45,39,SC,Fairfield County,51,102,2773
45,55,45,91,SC,York County,42,94,3627
45,55,37,119,NC,Mecklenburg County,36,64,2987
45,55,45,31,SC,Darlington County,31,59,1357
45,55,45,51,SC,Horry County,30,46,1441
45,55,45,25,SC,Chesterfield County,27,52,1390
45,55,45,19,SC,Charleston County,23,38,1913
45,55,45,45,SC,Greenville County,21,37,1284
45,57,37,119,NC,Mecklenburg County,986,2105,110836
45,57,45,91,SC,York County,570,1104,42935
45,57,37,179,NC,Union County,379,791,36815
45,57,45,23,SC,Chester County,92,184,4080
45,57,45,55,SC,Kershaw County,58,124,3189
45,57,45,79,SC,Richland County,52,105,3654
45,57,45,25,SC,Chesterfield County,42,79,1662
45,57,37,25,NC,Cabarrus County,41,85,3862
45,57,36,103,NY,Suffolk County,40,82,5133
45,57,45,19,SC,Charleston County,38,59,3274
45,57,45,63,SC,Lexington County,32,57,2644
45,57,45,51,SC,Horry County,27,46,1898
45,57,37,71,NC,Gaston County,26,53,1501
45,57,36,59,NY,Nassau County,24,45,3048
45,57,37,183,NC,Wake County,24,48,2328
45,57,45,45,SC,Greenville County,24,45,1316
45,57,4,13,AZ,Maricopa County,23,57,2747
45,57,45,83,SC,Spartanburg County,21,37,1684
45,59,45,45,SC,Greenville County,716,1439,39319
45,59,45,83,SC,Spartanburg County,196,398,7584
45,59,45,47,SC,Greenwood County,115,239,4454
45,59,45,7,SC,Anderson County,79,157,3331
45,59,45,71,SC,Newberry County,50,101,1208
45,59,45,77,SC,Pickens County,44,63,1361
45,59,45,79,SC,Richland County,32,47,1401
45,61,45,85,SC,Sumter County,68,130,2544
45,61,45,31,SC,Darlington County,48,98,1310
45,61,45,55,SC,Kershaw County,46,86,1697
45,61,45,79,SC,Richland County,38,67,1121
45,61,45,41,SC,Florence County,32,64,860
45,63,45,79,SC,Richland County,3106,5504,178034
45,63,45,3,SC,Aiken County,217,388,10754
45,63,45,45,SC,Greenville County,169,274,9440
45,63,45,75,SC,Orangeburg County,161,310,7296
45,63,45,71,SC,Newberry County,148,264,8313
45,63,45,19,SC,Charleston County,145,213,10907
45,63,37,119,NC,Mecklenburg County,128,215,8155
45,63,45,81,SC,Saluda County,120,233,5529
45,63,45,85,SC,Sumter County,110,189,8824
45,63,45,55,SC,Kershaw County,106,187,5287
45,63,45,51,SC,Horry County,96,150,5660
45,63,45,17,SC,Calhoun County,86,153,3255
45,63,45,15,SC,Berkeley County,79,148,4876
45,63,45,91,SC,York County,79,134,4334
45,63,45,83,SC,Spartanburg County,75,131,3255
45,63,36,103,NY,Suffolk County,69,168,5518
45,63,45,41,SC,Florence County,60,109,4232
45,63,45,47,SC,Greenwood County,53,80,1891
45,63,45,13,SC,Beaufort County,50,87,3585
45,63,4,13,AZ,Maricopa County,49,93,3390
45,63,45,35,SC,Dorchester County,49,98,2474
45,63,45,39,SC,Fairfield County,45,74,2138
45,63,37,183,NC,Wake County,43,95,3540
45,63,13,73,GA,Columbia County,42,65,2627
45,63,13,245,GA,Richmond County,40,69,1942
45,63,12,11,FL,Broward County,38,79,2175
45,63,6,73,CA,San Diego County,37,92,2615
45,63,45,7,SC,Anderson County,37,59,1972
45,63,36,59,NY,Nassau County,36,93,4967
45,63,6,37,CA,Los Angeles County,35,68,2187
45,63,12,86,FL,Miami-Dade County,33,55,1623
45,63,12,57,FL,Hillsborough County,32,55,2278
45,63,17,31,IL,Cook County,32,67,2938
45,63,37,51,NC,Cumberland County,32,72,2180
45,63,45,57,SC,Lancaster County,30,69,1437
45,63,12,99,FL,Palm Beach County,29,51,2088
45,63,12,31,FL,Duval County,28,40,1452
45,63,32,3,NV,Clark County,28,53,1606
45,63,12,103,FL,Pinellas County,27,43,1348
45,63,13,121,GA,Fulton County,25,45,2255
45,63,34,23,NJ,Middlesex County,25,44,1462
45,63,45,11,SC,Barnwell County,25,49,1138
45,63,37,81,NC,Guilford County,24,33,958
45,63,45,37,SC,Edgefield County,24,54,1679
45,63,6,67,CA,Sacramento County,23,47,1998
45,63,9,110,CT,Capitol Planning Region,23,43,1827
45,63,37,71,NC,Gaston County,23,42,873
45,63,39,49,OH,Franklin County,23,35,1403
45,63,48,29,TX,Bexar County,23,39,1025
45,63,8,41,CO,El Paso County,22,42,1154
45,63,15,3,HI,Honolulu County,22,62,1482
45,63,48,201,TX,Harris County,22,45,1104
45,63,12,95,FL,Orange County,21,35,1013
45,63,13,135,GA,Gwinnett County,21,48,990
45,63,34,29,NJ,Ocean County,21,58,2286
45,63,36,81,NY,Queens County,21,41,1650
45,63,6,65,CA,Riverside County,20,39,1446
45,63,13,51,GA,Chatham County,20,28,727
45,63,36,5,NY,Bronx County,20,37,881
45,63,36,61,NY,New York County,20,38,962
45,63,42,3,PA,Allegheny County,20,33,1003
45,63,45,27,SC,Clarendon County,20,43,1148
45,63,45,77,SC,Pickens County,20,28,674
45,65,13,73,GA,Columbia County,32,63,3105
45,65,45,3,SC,Aiken County,31,57,3729
45,65,45,47,SC,Greenwood County,27,48,1192
45,67,45,51,SC,Horry County,161,326,4939
